注文ID,注文日,顧客ID,商品ID,商品名,カテゴリ,単価,数量,小計,割引率,割引額,売上金額,地域,支払方法
ORD04075,2024-08-28,C0523,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,広島,コンビニ払い
ORD04076,2024-12-08,C0751,P001,ノートPC,電子機器,120000,2,240000,15,36000,204000,広島,コンビニ払い
ORD04077,2024-12-09,C0726,P007,プリンター,周辺機器,25000,3,75000,5,3750,71250,東京,代引き
ORD04078,2024-12-30,C0352,P003,キーボード,周辺機器,8000,2,16000,15,2400,13600,仙台,クレジットカード
ORD04079,2024-09-26,C0736,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,名古屋,銀行振込
ORD04080,2024-12-20,C0589,P004,マウス,周辺機器,3000,1,3000,5,150,2850,名古屋,コンビニ払い
ORD04081,2024-08-04,C0285,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,京都,銀行振込
ORD04082,2024-11-15,C0937,P009,タブレット,電子機器,50000,2,100000,0,0,100000,名古屋,クレジットカード
ORD04083,2024-05-09,C0222,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,大阪,コンビニ払い
ORD04084,2024-07-11,C0315,P001,ノートPC,電子機器,120000,2,240000,15,36000,204000,京都,銀行振込
ORD04085,2024-04-19,C0260,P009,タブレット,電子機器,50000,5,250000,0,0,250000,京都,代引き
ORD04086,2024-03-26,C0886,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,札幌,銀行振込
ORD04087,2024-01-02,C0269,P004,マウス,周辺機器,3000,2,6000,10,600,5400,札幌,クレジットカード
ORD04088,2024-01-09,C0802,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,京都,銀行振込
ORD04089,2024-07-01,C0424,P002,モニター,電子機器,35000,3,105000,15,15750,89250,札幌,コンビニ払い
ORD04090,2024-09-02,C0093,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,福岡,代引き
ORD04091,2024-02-09,C0009,P009,タブレット,電子機器,50000,3,150000,0,0,150000,名古屋,代引き
ORD04092,2024-09-20,C0923,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,広島,代引き
ORD04093,2024-09-30,C0974,P002,モニター,電子機器,35000,3,105000,0,0,105000,仙台,銀行振込
ORD04094,2024-12-21,C0617,P002,モニター,電子機器,35000,2,70000,20,14000,56000,仙台,代引き
ORD04095,2024-11-14,C0536,P010,スマートフォン,電子機器,80000,1,80000,10,8000,72000,札幌,クレジットカード
ORD04096,2024-03-28,C0370,P009,タブレット,電子機器,50000,4,200000,0,0,200000,大阪,コンビニ払い
ORD04097,2024-08-23,C0221,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,福岡,クレジットカード
ORD04098,2024-10-27,C0781,P004,マウス,周辺機器,3000,2,6000,10,600,5400,大阪,クレジットカード
ORD04099,2024-01-29,C0839,P004,マウス,周辺機器,3000,3,9000,0,0,9000,札幌,コンビニ払い
ORD04100,2024-04-06,C0837,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,名古屋,代引き
ORD04101,2024-03-21,C0589,P002,モニター,電子機器,35000,5,175000,0,0,175000,京都,銀行振込
ORD04102,2024-01-27,C0178,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,大阪,代引き
ORD04103,2024-03-20,C0093,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,大阪,代引き
ORD04104,2024-07-24,C0086,P002,モニター,電子機器,35000,1,35000,5,1750,33250,仙台,代引き
ORD04105,2024-07-04,C0329,P004,マウス,周辺機器,3000,1,3000,0,0,3000,福岡,クレジットカード
ORD04106,2024-04-07,C0011,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,京都,コンビニ払い
ORD04107,2024-09-29,C0632,P002,モニター,電子機器,35000,1,35000,0,0,35000,広島,代引き
ORD04108,2024-11-10,C0328,P009,タブレット,電子機器,50000,2,100000,0,0,100000,京都,コンビニ払い
ORD04109,2024-12-28,C0334,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,札幌,クレジットカード
ORD04110,2024-10-12,C0101,P003,キーボード,周辺機器,8000,3,24000,10,2400,21600,名古屋,コンビニ払い
ORD04111,2024-11-10,C0157,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,東京,コンビニ払い
ORD04112,2024-06-06,C0024,P002,モニター,電子機器,35000,3,105000,0,0,105000,広島,クレジットカード
ORD04113,2024-12-21,C0707,P007,プリンター,周辺機器,25000,3,75000,15,11250,63750,大阪,クレジットカード
ORD04114,2024-01-31,C0164,P009,タブレット,電子機器,50000,3,150000,0,0,150000,札幌,銀行振込
ORD04115,2024-03-04,C0428,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,名古屋,銀行振込
ORD04116,2024-12-17,C0365,P002,モニター,電子機器,35000,3,105000,15,15750,89250,広島,銀行振込
ORD04117,2024-11-28,C0798,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,広島,銀行振込
ORD04118,2024-01-16,C0509,P009,タブレット,電子機器,50000,1,50000,0,0,50000,大阪,クレジットカード
ORD04119,2024-01-06,C0143,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,仙台,コンビニ払い
ORD04120,2024-03-07,C0051,P003,キーボード,周辺機器,8000,3,24000,5,1200,22800,福岡,銀行振込
ORD04121,2024-03-15,C0935,P001,ノートPC,電子機器,120000,1,120000,5,6000,114000,札幌,代引き
ORD04122,2024-11-11,C0261,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,福岡,コンビニ払い
ORD04123,2024-03-03,C0091,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,札幌,代引き
ORD04124,2024-04-05,C0906,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,東京,銀行振込
ORD04125,2024-11-19,C0826,P009,タブレット,電子機器,50000,2,100000,0,0,100000,広島,クレジットカード
ORD04126,2024-05-27,C0811,P009,タブレット,電子機器,50000,1,50000,0,0,50000,名古屋,代引き
ORD04127,2024-01-07,C0908,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,京都,代引き
ORD04128,2024-08-18,C0990,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,仙台,クレジットカード
ORD04129,2024-10-23,C0650,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,仙台,コンビニ払い
ORD04130,2024-07-19,C0097,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,広島,代引き
ORD04131,2024-11-17,C0226,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,京都,コンビニ払い
ORD04132,2024-07-14,C0639,P006,外付けHDD,記憶媒体,10000,2,20000,20,4000,16000,福岡,クレジットカード
ORD04133,2024-04-15,C0427,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,名古屋,銀行振込
ORD04134,2024-10-29,C0819,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,福岡,コンビニ払い
ORD04135,2024-01-05,C0284,P005,USBメモリ,記憶媒体,2000,2,4000,10,400,3600,京都,クレジットカード
ORD04136,2024-10-22,C0522,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,東京,銀行振込
ORD04137,2024-06-17,C0878,P002,モニター,電子機器,35000,3,105000,0,0,105000,仙台,銀行振込
ORD04138,2024-10-13,C0297,P003,キーボード,周辺機器,8000,3,24000,10,2400,21600,札幌,クレジットカード
ORD04139,2024-10-28,C0829,P002,モニター,電子機器,35000,3,105000,5,5250,99750,東京,代引き
ORD04140,2024-04-29,C0575,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,福岡,代引き
ORD04141,2024-02-17,C0655,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,東京,代引き
ORD04142,2024-04-23,C0506,P003,キーボード,周辺機器,8000,3,24000,5,1200,22800,東京,代引き
ORD04143,2024-09-18,C0767,P009,タブレット,電子機器,50000,4,200000,10,20000,180000,広島,代引き
ORD04144,2024-07-13,C0377,P003,キーボード,周辺機器,8000,3,24000,5,1200,22800,名古屋,銀行振込
ORD04145,2024-09-26,C0923,P003,キーボード,周辺機器,8000,3,24000,10,2400,21600,東京,クレジットカード
ORD04146,2024-09-26,C0383,P004,マウス,周辺機器,3000,1,3000,0,0,3000,福岡,クレジットカード
ORD04147,2024-08-11,C0438,P009,タブレット,電子機器,50000,3,150000,0,0,150000,札幌,コンビニ払い
ORD04148,2024-09-05,C0515,P007,プリンター,周辺機器,25000,3,75000,5,3750,71250,東京,コンビニ払い
ORD04149,2024-05-22,C0492,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,札幌,代引き
ORD04150,2024-10-21,C0343,P006,外付けHDD,記憶媒体,10000,3,30000,5,1500,28500,名古屋,クレジットカード
ORD04151,2024-04-28,C0084,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,京都,代引き
ORD04152,2024-06-25,C0946,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,京都,代引き
ORD04153,2024-10-02,C0991,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,大阪,代引き
ORD04154,2024-09-26,C0439,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,京都,代引き
ORD04155,2024-03-02,C0505,P002,モニター,電子機器,35000,5,175000,10,17500,157500,広島,代引き
ORD04156,2024-06-20,C0417,P004,マウス,周辺機器,3000,2,6000,10,600,5400,仙台,代引き
ORD04157,2024-02-06,C0319,P006,外付けHDD,記憶媒体,10000,3,30000,5,1500,28500,大阪,コンビニ払い
ORD04158,2024-08-13,C0244,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,東京,クレジットカード
ORD04159,2024-10-16,C0838,P004,マウス,周辺機器,3000,2,6000,10,600,5400,名古屋,クレジットカード
ORD04160,2024-02-26,C0088,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,仙台,コンビニ払い
ORD04161,2024-11-29,C0149,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,名古屋,代引き
ORD04162,2024-10-04,C0172,P004,マウス,周辺機器,3000,2,6000,10,600,5400,京都,コンビニ払い
ORD04163,2024-07-29,C0644,P009,タブレット,電子機器,50000,1,50000,20,10000,40000,札幌,コンビニ払い
ORD04164,2024-12-01,C0995,P001,ノートPC,電子機器,120000,1,120000,20,24000,96000,東京,代引き
ORD04165,2024-01-05,C0567,P004,マウス,周辺機器,3000,1,3000,0,0,3000,東京,クレジットカード
ORD04166,2024-06-19,C0384,P004,マウス,周辺機器,3000,2,6000,0,0,6000,広島,コンビニ払い
ORD04167,2024-09-05,C0268,P002,モニター,電子機器,35000,3,105000,0,0,105000,札幌,コンビニ払い
ORD04168,2024-01-09,C0158,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,広島,クレジットカード
ORD04169,2024-11-10,C0954,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,広島,銀行振込
ORD04170,2024-09-10,C0768,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,福岡,コンビニ払い
ORD04171,2024-12-22,C0065,P005,USBメモリ,記憶媒体,2000,3,6000,20,1200,4800,大阪,銀行振込
ORD04172,2024-12-29,C0456,P009,タブレット,電子機器,50000,2,100000,15,15000,85000,名古屋,代引き
ORD04173,2024-01-22,C0994,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,仙台,銀行振込
ORD04174,2024-10-12,C0465,P004,マウス,周辺機器,3000,1,3000,5,150,2850,仙台,代引き
ORD04175,2024-10-08,C0396,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,名古屋,コンビニ払い
ORD04176,2024-05-13,C0408,P004,マウス,周辺機器,3000,3,9000,0,0,9000,京都,代引き
ORD04177,2024-05-27,C0575,P007,プリンター,周辺機器,25000,1,25000,5,1250,23750,東京,コンビニ払い
ORD04178,2024-06-24,C0714,P002,モニター,電子機器,35000,3,105000,10,10500,94500,大阪,クレジットカード
ORD04179,2024-08-21,C0071,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,名古屋,代引き
ORD04180,2024-06-02,C0800,P002,モニター,電子機器,35000,2,70000,10,7000,63000,名古屋,代引き
ORD04181,2024-04-15,C0635,P002,モニター,電子機器,35000,4,140000,0,0,140000,名古屋,銀行振込
ORD04182,2024-09-21,C0488,P006,外付けHDD,記憶媒体,10000,3,30000,10,3000,27000,札幌,コンビニ払い
ORD04183,2024-08-15,C0799,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,仙台,クレジットカード
ORD04184,2024-09-03,C0311,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,札幌,銀行振込
ORD04185,2024-11-22,C0550,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,京都,コンビニ払い
ORD04186,2024-02-22,C0179,P006,外付けHDD,記憶媒体,10000,2,20000,10,2000,18000,名古屋,クレジットカード
ORD04187,2024-10-25,C0499,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,広島,銀行振込
ORD04188,2024-06-01,C0369,P002,モニター,電子機器,35000,2,70000,0,0,70000,京都,コンビニ払い
ORD04189,2024-03-04,C0127,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,仙台,代引き
ORD04190,2024-08-24,C0630,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,札幌,銀行振込
ORD04191,2024-12-05,C0711,P002,モニター,電子機器,35000,3,105000,10,10500,94500,京都,銀行振込
ORD04192,2024-03-29,C0986,P006,外付けHDD,記憶媒体,10000,2,20000,5,1000,19000,仙台,コンビニ払い
ORD04193,2024-05-10,C0277,P002,モニター,電子機器,35000,1,35000,0,0,35000,京都,代引き
ORD04194,2024-02-18,C0897,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,仙台,コンビニ払い
ORD04195,2024-04-19,C0244,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,名古屋,代引き
ORD04196,2024-07-09,C0855,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,仙台,コンビニ払い
ORD04197,2024-11-02,C0951,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,大阪,コンビニ払い
ORD04198,2024-07-25,C0792,P001,ノートPC,電子機器,120000,1,120000,20,24000,96000,札幌,クレジットカード
ORD04199,2024-04-09,C0219,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,札幌,コンビニ払い
ORD04200,2024-01-01,C0105,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,札幌,コンビニ払い
ORD04201,2024-10-30,C0261,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,京都,コンビニ払い
ORD04202,2024-12-21,C0570,P004,マウス,周辺機器,3000,2,6000,0,0,6000,仙台,代引き
ORD04203,2024-10-19,C0730,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,福岡,コンビニ払い
ORD04204,2024-05-25,C0038,P006,外付けHDD,記憶媒体,10000,3,30000,5,1500,28500,大阪,コンビニ払い
ORD04205,2024-01-14,C0104,P004,マウス,周辺機器,3000,3,9000,5,450,8550,東京,クレジットカード
ORD04206,2024-08-23,C0675,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,東京,クレジットカード
ORD04207,2024-08-12,C0587,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,札幌,クレジットカード
ORD04208,2024-09-07,C0183,P009,タブレット,電子機器,50000,4,200000,10,20000,180000,仙台,代引き
ORD04209,2024-12-14,C0113,P002,モニター,電子機器,35000,2,70000,5,3500,66500,仙台,銀行振込
ORD04210,2024-12-06,C0456,P009,タブレット,電子機器,50000,3,150000,15,22500,127500,広島,銀行振込
ORD04211,2024-06-29,C0246,P004,マウス,周辺機器,3000,2,6000,5,300,5700,仙台,代引き
ORD04212,2024-12-26,C0047,P009,タブレット,電子機器,50000,3,150000,15,22500,127500,京都,クレジットカード
ORD04213,2024-08-20,C0552,P003,キーボード,周辺機器,8000,1,8000,10,800,7200,福岡,代引き
ORD04214,2024-02-13,C0840,P004,マウス,周辺機器,3000,1,3000,0,0,3000,大阪,銀行振込
ORD04215,2024-11-09,C0195,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,東京,コンビニ払い
ORD04216,2024-06-07,C0999,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,福岡,コンビニ払い
ORD04217,2024-07-26,C0730,P004,マウス,周辺機器,3000,2,6000,15,900,5100,広島,コンビニ払い
ORD04218,2024-02-02,C0201,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,東京,クレジットカード
ORD04219,2024-08-21,C0864,P004,マウス,周辺機器,3000,2,6000,5,300,5700,仙台,銀行振込
ORD04220,2024-07-18,C0998,P001,ノートPC,電子機器,120000,3,360000,5,18000,342000,仙台,銀行振込
ORD04221,2024-12-08,C0830,P007,プリンター,周辺機器,25000,1,25000,15,3750,21250,札幌,クレジットカード
ORD04222,2024-03-13,C0440,P009,タブレット,電子機器,50000,5,250000,5,12500,237500,大阪,クレジットカード
ORD04223,2024-03-05,C0078,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,札幌,銀行振込
ORD04224,2024-06-14,C0946,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,大阪,コンビニ払い
ORD04225,2024-11-24,C0864,P009,タブレット,電子機器,50000,3,150000,0,0,150000,仙台,代引き
ORD04226,2024-07-20,C0645,P006,外付けHDD,記憶媒体,10000,2,20000,10,2000,18000,札幌,コンビニ払い
ORD04227,2024-07-09,C0703,P004,マウス,周辺機器,3000,1,3000,10,300,2700,仙台,代引き
ORD04228,2024-05-26,C0100,P002,モニター,電子機器,35000,1,35000,10,3500,31500,仙台,クレジットカード
ORD04229,2024-04-19,C0524,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,東京,代引き
ORD04230,2024-03-14,C0846,P001,ノートPC,電子機器,120000,2,240000,10,24000,216000,大阪,銀行振込
ORD04231,2024-08-15,C0800,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,大阪,代引き
ORD04232,2024-09-11,C0687,P002,モニター,電子機器,35000,3,105000,5,5250,99750,名古屋,銀行振込
ORD04233,2024-01-15,C0250,P002,モニター,電子機器,35000,2,70000,10,7000,63000,福岡,銀行振込
ORD04234,2024-06-14,C0114,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,名古屋,コンビニ払い
ORD04235,2024-03-27,C0012,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,福岡,クレジットカード
ORD04236,2024-09-17,C0480,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,京都,クレジットカード
ORD04237,2024-10-20,C0446,P001,ノートPC,電子機器,120000,4,480000,5,24000,456000,大阪,銀行振込
ORD04238,2024-08-26,C0383,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,東京,コンビニ払い
ORD04239,2024-08-03,C0652,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,広島,銀行振込
ORD04240,2024-02-18,C0289,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,広島,クレジットカード
ORD04241,2024-12-02,C0400,P005,USBメモリ,記憶媒体,2000,1,2000,20,400,1600,福岡,クレジットカード
ORD04242,2024-04-25,C0671,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,仙台,コンビニ払い
ORD04243,2024-05-11,C0306,P010,スマートフォン,電子機器,80000,2,160000,5,8000,152000,大阪,クレジットカード
ORD04244,2024-07-24,C0624,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,東京,コンビニ払い
ORD04245,2024-05-08,C0737,P010,スマートフォン,電子機器,80000,1,80000,10,8000,72000,京都,クレジットカード
